Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:307:16:48:39.200	 35.46649693	 23.53315827
2008:307:16:49:12.000	 35.45731974	 23.52463568
2008:307:16:49:44.800	 35.44815642	 23.51612601
2008:307:16:50:17.600	 35.43900694	 23.50762923
2008:307:16:50:50.400	 35.42987128	 23.49914534
2008:307:16:51:23.200	 35.42074943	 23.49067430
2008:307:16:51:56.000	 35.41164136	 23.48221610
2008:307:16:52:28.800	 35.40254705	 23.47377072
2008:307:16:53:01.600	 35.39346649	 23.46533814
2008:307:16:53:34.400	 35.38439965	 23.45691834
2008:307:16:54:07.200	 35.37534651	 23.44851131
2008:307:16:54:40.000	 35.36630705	 23.44011701
2008:307:16:55:12.800	 35.35728126	 23.43173544
2008:307:16:55:45.600	 35.34826911	 23.42336657
2008:307:16:56:18.400	 35.33927059	 23.41501039
2008:307:16:56:51.200	 35.33028567	 23.40666687
2008:307:16:57:24.000	 35.32131433	 23.39833599
2008:307:16:57:56.800	 35.31235656	 23.39001774
2008:307:16:58:29.600	 35.30341233	 23.38171210
2008:307:16:59:02.400	 35.29448162	 23.37341904
2008:307:16:59:35.200	 35.28556442	 23.36513855
2008:307:17:00:08.000	 35.27666070	 23.35687061
2008:307:17:00:40.800	 35.26777045	 23.34861520
2008:307:17:01:13.600	 35.25889365	 23.34037231
2008:307:17:01:46.400	 35.25003026	 23.33214190
2008:307:17:02:19.200	 35.24118029	 23.32392397
2008:307:17:02:52.000	 35.23234369	 23.31571849
2008:307:17:03:24.800	 35.22352047	 23.30752544
2008:307:17:03:57.600	 35.21471059	 23.29934481
2008:307:17:04:30.400	 35.20591403	 23.29117658
2008:307:17:05:03.200	 35.19713079	 23.28302073
2008:307:17:05:36.000	 35.18836083	 23.27487724
2008:307:17:06:08.800	 35.17960413	 23.26674608
2008:307:17:06:41.600	 35.17086069	 23.25862725
2008:307:17:07:14.400	 35.16213047	 23.25052073
2008:307:17:07:47.200	 35.15341346	 23.24242648
2008:307:17:08:20.000	 35.14470964	 23.23434451
2008:307:17:08:52.800	 35.13601899	 23.22627478
2008:307:17:09:25.600	 35.12734149	 23.21821727
2008:307:17:09:58.400	 35.11867712	 23.21017198
2008:307:17:10:31.200	 35.11002586	 23.20213888
2008:307:17:11:04.000	 35.10138770	 23.19411795
2008:307:17:11:36.800	 35.09276260	 23.18610918
2008:307:17:12:09.600	 35.08415056	 23.17811254
2008:307:17:12:42.400	 35.07555155	 23.17012802
2008:307:17:13:15.200	 35.06696555	 23.16215560
